
   id asn_v4 asn_v6 country     status     
25746   2852      -   cz       Connected   
25747   3302      -   it       Abandoned   
25748      -      -            Abandoned   
25749      -      -         Never Connected
25750  55391  55391   jp       Abandoned   
25751  21502      -   fr       Abandoned   
25752  16200      -   ir       Abandoned   
25753      -      -            Abandoned   
25754  39737      -   ro       Abandoned   
25755      -      -   fr    Never Connected
25756  18126      -   jp       Abandoned   
25757  29086      -   cz       Connected   
25758  10481      -   ar       Abandoned   
25759  55391  55391   jp       Abandoned   
25760  12302      -   ro       Abandoned   
25761      -      -            Abandoned   
25762 262983      -   br     Disconnected  
25763  51265      -   at       Connected   
25764   7922   7922   us       Abandoned   
25765   6830      -   at       Abandoned   
25766   6121      -   ar       Abandoned   
25767  27983      -   ar       Abandoned   
25768   5089      -   gb       Abandoned   
25769      -      -            Abandoned   
25770      -      -            Abandoned   
25771  62040      -   ru       Connected   
25772      -      -            Abandoned   
25773      -      -            Abandoned   
25774  14061      -   cy       Abandoned   
25775      -      -   us    Never Connected
25776   5719      -   us       Abandoned   
25777  27747  27747   ar       Abandoned   
25778   7303      -   ar       Abandoned   
25779  22927      -   ar       Connected   
25780  58010  58010   de       Abandoned   
25781  10834      -   ar       Abandoned   
25782  15935      -   cz       Abandoned   
25783      -      -            Abandoned   
25784  16591  16591   us       Connected   
25785  50825      -   cz       Connected   
25786      -      -         Never Connected
25787  57862      -   il       Abandoned   
25788      -      -   kg    Never Connected
25789      -      -            Abandoned   
25790   8881      -   de       Connected   
25791  58224      -   ir       Connected   
25792   3215      -   fr       Connected   
25793  13030  13030   ch       Abandoned   
25794   7922      -   us       Abandoned   
25795  22927      -   ar       Abandoned   
25796      -      -            Abandoned   
25797      -      -            Abandoned   
25798  22773  22773   us       Abandoned   
25799      -      -         Never Connected
25800  36947      -   dz       Abandoned   
25801      -      -            Abandoned   
25802      -      -         Never Connected
25803  61138      -   nz       Abandoned   
25804 262197      -   cr       Abandoned   
25805    174      -   us       Abandoned   
25806  14754      -   ni       Abandoned   
25807    812      -   ca       Abandoned   
25808  36947      -   dz       Abandoned   
25809   1967      -   tr       Abandoned   
25810  36947      -            Abandoned   
25811  31549      -   ir       Abandoned   
25812   9790      -   nz       Connected   
25813      -      -            Abandoned   
25814      -      -            Abandoned   
25815      -      -         Never Connected
25816      -      -            Abandoned   
25817  17501      -   np       Abandoned   
25818   3216      -   ru     Disconnected  
25819      -   4713   jp       Abandoned   
25820  14754      -   ni       Abandoned   
25821  36947      -   dz       Abandoned   
25822   7922   7922   us       Abandoned   
25823  36947      -   dz       Abandoned   
25824      -      -            Abandoned   
25825  12389      -   ru       Abandoned   
25826      -      -            Abandoned   
25827   7029      -   us       Abandoned   
25828   4788      -   my       Connected   
25829   3333   3333   nl       Abandoned   
25830      -      -            Abandoned   
25831      -      -            Abandoned   
25832  21183      -   al       Abandoned   
25833   1136   1136   nl       Connected   
25834      -      -            Abandoned   
25835 198394      -   gr       Abandoned   
25836  36947      -   dz       Abandoned   
25837      -      -            Abandoned   
25838   1680   1680   il       Connected   
25839      -      -            Abandoned   
25840      -      -            Abandoned   
25841      -      -            Abandoned   
25842   7922   7922   us       Abandoned   
25843  36947      -            Abandoned   
25844  12695  12695   ru       Connected   
25845  10029      -   in       Abandoned   
25846      -      -            Abandoned   
25847      -      -            Abandoned   
25848      -      -            Abandoned   
25849 134995      -   np       Abandoned   
25850   5650      -   us       Connected   
25851  36947      -   dz       Abandoned   
25852 396141   7922   us       Abandoned   
25853  12119      -   us       Abandoned   
25854  53610      -   us       Abandoned   
25855      -      -            Abandoned   
25856      -      -            Abandoned   
25857      -      -            Abandoned   
25858      -      -            Abandoned   
25859  12849      -   il       Abandoned   
25860      4      4   us       Connected   
25861  24195  24195   id       Abandoned   
25862  16591      -   us       Abandoned   
25863      -      -            Abandoned   
25864   7922      -   us       Abandoned   
25865 198247      -   ae       Abandoned   
25866      -      -            Abandoned   
25867   7922   7922   us       Connected   
25868      -      -            Abandoned   
25869 198381      -   es       Abandoned   
25870      -      -         Never Connected
25871      -      -            Abandoned   
25872      -      -         Never Connected
25873      -      -            Abandoned   
25874   5769      -   ca       Abandoned   
25875 198504      -   lu       Abandoned   
25876      -      -   np    Never Connected
25877      -      -         Never Connected
25878      -      -            Abandoned   
25879      -      -            Abandoned   
25880      -      -            Abandoned   
25881   3333   3333   nl       Abandoned   
25882  24550      -   np       Abandoned   
25883      -      -            Abandoned   
25884      -      -            Abandoned   
25885   7522   7522   jp       Connected   
25886      -      -            Abandoned   
25887      -      -            Abandoned   
25888      -      -            Abandoned   
25889   5650      -   us       Abandoned   
25890      -      -            Abandoned   
25891      -      -            Abandoned   
25892   4007      -   np       Abandoned   
25893      -      -            Abandoned   
25894      -      -            Abandoned   
25895      -      -            Abandoned   
25896      -      -         Never Connected
25897      -      -            Abandoned   
25898   7922   7922   us       Connected   
25899      -      -            Abandoned   
25900 206122      -   nz       Abandoned   
25901 198247      -   ae       Abandoned   
25902  17501  17501   np       Abandoned   
25903      -      -         Never Connected
25904      -      -         Never Connected
25905   7018   7018   us       Abandoned   
25906      -      -         Never Connected
25907   3582      -   us       Abandoned   
25908  23752      -   np       Abandoned   
25909      -      -            Abandoned   
25910      -      -            Abandoned   
25911      -      -            Abandoned   
25912      -      -            Abandoned   
25913  47956      -   ps       Abandoned   
25914      -      -            Abandoned   
25915  33915 201723   nl       Connected   
25916  31264      -   no       Abandoned   
25917      -      -   np    Never Connected
25918      -      -            Abandoned   
25919      -      -            Abandoned   
25920      -      -            Abandoned   
25921  42610      -   ru       Abandoned   
25922      -      -   us    Never Connected
25923      -      -            Abandoned   
25924  42065      -   ru       Connected   
25925  63056  63056   us       Abandoned   
25926  52228      -   cr       Abandoned   
25927 210290 210290   il       Abandoned   
25928      -      -            Abandoned   
25929   1680      -   il       Abandoned   
25930      -      -            Abandoned   
25931      -      -            Abandoned   
25932      -      -            Abandoned   
25933  50195      -   si       Abandoned   
25934      -      -   ae    Never Connected
25935      -      -            Abandoned   
25936  12849      -   il       Abandoned   
25937      -      -            Abandoned   
25938      -      -            Abandoned   
25939      -      -   dz    Never Connected
25940      -      -         Never Connected
25941      -      -         Never Connected
25942 132806      -   bd       Abandoned   
25943  12714      -   ru       Abandoned   
25944  39087      -   ru       Abandoned   
25945      -      -            Abandoned   
25946      -      -            Abandoned   
25947  12400      -   il       Abandoned   
25948      -      -            Abandoned   
25949   7922      -   us       Abandoned   
25950      -      -            Abandoned   
25951  11830 262149   cr       Abandoned   
25952      -      -            Abandoned   
25953   7753   7753   us       Connected   
25954 207375 207375   nl       Abandoned   
25955  55101      -   ca       Abandoned   
25956      -      -            Abandoned   
25957      -      -   nl    Never Connected
25958      -      -            Abandoned   
25959  36947      -   dz       Abandoned   
25960  49453      -   de       Abandoned   
25961   3212      -   si       Abandoned   
25962      -      -            Abandoned   
25963   6805      -   de       Abandoned   
25964  37100  37100   se       Abandoned   
25965   3212      -   si       Connected   
25966      -      -            Abandoned   
25967   5603      -   si       Connected   
25968  56478      -   gb       Connected   
25969  12322  12322   fr       Connected   
25970      -      -            Abandoned   
25971      -      -            Abandoned   
25972  12400      -            Abandoned   
25973 262149      -   cr       Abandoned   
25974      -      -            Abandoned   
25975   3269      -   it       Abandoned   
25976  31115      -   it       Abandoned   
25977      -      -            Abandoned   
25978 199218 199218   fr       Abandoned   
25979      -      -            Abandoned   
25980  49436      -   de       Connected   
25981  30722      -   it       Connected   
25982   5650      -   us       Connected   
25983  12119      -   us     Disconnected  
25984   9116      -            Abandoned   
25985  43847  43847   de       Abandoned   
25986  47956      -   il       Abandoned   
25987      -      -   il    Never Connected
25988  12119      -   us       Connected   
25989    701      -   us       Abandoned   
25990   9304      -   hk       Abandoned   
25991      -      -         Never Connected
25992      -      -            Abandoned   
25993   3320   3320   de       Connected   
25994      -      -            Abandoned   
25995      -      -            Abandoned   
25996  36947      -            Abandoned   
25997      -      -         Never Connected
25998 199125  12322   fr       Abandoned   
25999      -      -         Never Connected
26000   6939      -   us       Abandoned   
26001      -      -            Abandoned   
26002  20938      -   pl       Abandoned   
26003      -      -         Never Connected
26004   1136      -   nl       Abandoned   
26005   9143      -   nl       Abandoned   
26006  17622      -   cn       Abandoned   
26007      -      -            Abandoned   
26008      -      -            Abandoned   
26009   1221      -   au       Abandoned   
26010      -      -         Never Connected
26011  11426      -   us       Abandoned   
26012   8926      -            Abandoned   
26013  46375      -   us       Abandoned   
26014   7922   7922   us       Abandoned   
26015   1136   1136   nl       Abandoned   
26016   1136      -   nl     Disconnected  
26017      -      -         Never Connected
26018   9143   3333   nl       Abandoned   
26019  57961      -   al       Abandoned   
26020      -      -         Never Connected
26021      -      -         Never Connected
26022      -      -            Abandoned   
26023  33915      -   nl       Connected   
26024      -      -         Never Connected
26025   9143      -   nl       Abandoned   
26026      -      -         Never Connected
26027   9143      -   nl       Abandoned   
26028  33915  33915   nl       Connected   
26029   9143   9143   nl       Abandoned   
26030  15542      -   nl       Abandoned   
26031  25596      -   nl       Abandoned   
26032  16591      -   us       Connected   
26033   9143      -   nl       Abandoned   
26034   1136      -   nl     Disconnected  
26035  29256      -   sy       Abandoned   
26036    209      -   us       Connected   
26037   5410      -   fr       Abandoned   
26038      -      -         Never Connected
26039  18390      -   np       Abandoned   
26040  18403      -   vn       Abandoned   
26041  20001  20001   us       Abandoned   
26042      -      -         Never Connected
26043      -      -   es    Never Connected
26044      -      -            Abandoned   
26045      -      -            Abandoned   
26046      -      -         Never Connected
26047   9143      -   nl       Abandoned   
26048   3265   3265   nl       Abandoned   
26049   3269      -            Abandoned   
26050      -      -            Abandoned   
26051  33915      -   nl       Abandoned   
26052   1136   1136   nl       Abandoned   
26053   3333   3333   nl       Abandoned   
26054  25596      -   nl       Abandoned   
26055  49544      -   nl       Connected   
26056   6327   6327   us       Connected   
26057  13194      -   lv     Disconnected  
26058    559   3303   ch       Abandoned   
26059      -      -            Abandoned   
26060      -      -            Abandoned   
26061   4764      -   au       Abandoned   
26062  18403      -   kh       Abandoned   
26063      -      -            Abandoned   
26064   6830      -   nl       Abandoned   
26065   8412      -   at       Connected   
26066   3333   3333   de       Abandoned   
26067      -      -         Never Connected
26068      -      -            Abandoned   
26069  50245      -   nl       Abandoned   
26070      -      -            Abandoned   
26071  39361      -            Abandoned   
26072   3352      -   es       Connected   
26073   7922      -   us       Abandoned   
26074 201118      -   ru       Abandoned   
26075      -      -         Never Connected
26076  13156      -   pt       Abandoned   
26077  33915      -   nl       Connected   
26078   9930      -   my       Abandoned   
26079      -      -   us    Never Connected
26080  37693      -   tn       Abandoned   
26081   2609      -   tn       Abandoned   
26082      -      -   us    Never Connected
26083  50266      -   nl       Connected   
26084      -      -         Never Connected
26085  13030      -   ch       Abandoned   
26086   3265   3265   nl       Abandoned   
26087  39824      -   kz       Abandoned   
26088  50810      -   ir       Abandoned   
26089  37671      -   tn       Abandoned   
26090  46073      -   au       Abandoned   
26091   5396      -   it       Abandoned   
26092   1759      -   fi       Connected   
26093  37693      -   tn       Abandoned   
26094   6830      -   nl       Abandoned   
26095  15557  15557   fr       Abandoned   
26096   3320   3320   de       Abandoned   
26097  47919      -   ua       Abandoned   
26098   3215   3215   fr       Abandoned   
26099   5438      -   tn       Abandoned   
26100      -      -   ph    Never Connected
26101   7922      -   us       Abandoned   
26102  20712      -   gb       Connected   
26103   9145   6939   de       Connected   
26104      -      -            Abandoned   
26105      -      -            Abandoned   
26106   3265   3265   nl       Abandoned   
26107      -      -            Abandoned   
26108  12322      -   fr       Connected   
26109  38077      -   tl       Abandoned   
26110  55508      -   la       Abandoned   
26111      -      -            Abandoned   
26112      -      -            Abandoned   
26113  47697  47697   bg       Connected   
26114  21367      -   ru       Abandoned   
26115   1136   1136   nl       Connected   
26116  12426      -   sk     Disconnected  
26117      -      -            Abandoned   
26118  12322      -   fr       Abandoned   
26119   9143      -   nl       Abandoned   
26120      -      -         Never Connected
26121  35297      -   ua       Abandoned   
26122   4739   4739   au       Abandoned   
26123   9051      -   lb       Abandoned   
26124  56665      -   lu       Connected   
26125      -      -            Abandoned   
26126      -      -   ru    Never Connected
26127  37705      -   tn       Abandoned   
26128      -      -         Never Connected
26129  15557      -   fr       Abandoned   
26130   6713   3333   ma       Abandoned   
26131      -      -            Abandoned   
26132   3215   3215   fr       Abandoned   
26133  56933      -   sk       Connected   
26134      -      -            Abandoned   
26135 203058      -   fr       Abandoned   
26136   3215      -   re       Abandoned   
26137      -   3333   us       Abandoned   
26138      -      -   ru    Never Connected
26139  51862      -   de       Abandoned   
26140   8228      -   fr       Abandoned   
26141      -      -            Abandoned   
26142  58138      -   nl       Abandoned   
26143   7018   7018   us     Disconnected  
26144      -      -         Never Connected
26145   3215   3215   fr     Disconnected  
26146      -      -            Abandoned   
26147   7018      -   us       Connected   
26148 133444      -   my       Abandoned   
26149      -      -            Abandoned   
26150 200652      -   gb       Abandoned   
26151  60891      -   ru       Abandoned   
26152      -      -            Abandoned   
26153      -  62597   us     Disconnected  
26154   5089      -   gb       Connected   
26155  45629  45629   th       Abandoned   
26156   1136   1136   nl       Connected   
26157  13156      -   pt       Abandoned   
26158 199805      -   ru       Abandoned   
26159  36947      -            Abandoned   
26160      -      -            Abandoned   
26161   6830      -   nl       Abandoned   
26162   9988      -   mm       Abandoned   
26163  10130      -   fm       Abandoned   
26164      -      -            Abandoned   
26165      -      -         Never Connected
26166      -      -            Abandoned   
26167  49360 211411   it       Connected   
26168  15389      -   fo       Abandoned   
26169  48511      -   ru       Connected   
26170      -   3333   nl       Abandoned   
26171   7922   7922   us       Abandoned   
26172      -      -            Abandoned   
26173   4608   4608   au       Abandoned   
26174  55792      -   pg       Abandoned   
26175    719      -   fi       Connected   
26176 133481 133481   th       Abandoned   
26177  34866      -   ru       Abandoned   
26178  13036   6939   cz       Connected   
26179  35661  35661   fr       Connected   
26180  37705      -   tn       Abandoned   
26181  12322  12322   fr       Abandoned   
26182      -      -         Never Connected
26183   4739   4739   au       Connected   
26184      -      -   mm    Never Connected
26185  48474      -   cz       Abandoned   
26186      -      -   id    Never Connected
26187      -      -            Abandoned   
26188      -      -         Never Connected
26189      -      -            Abandoned   
26190  25513      -   ru       Connected   
26191  22512      -   ca       Abandoned   
26192   3292      -   dk       Connected   
26193   3303      -   ch       Abandoned   
26194      -      -         Never Connected
26195   1403      -   ca       Abandoned   
26196      -      -            Abandoned   
26197  38193      -   pk       Abandoned   
26198  15296  15296   ca       Abandoned   
26199   7922      -   us       Abandoned   
26200  12389   6939   ru       Abandoned   
26201  13319      -   ca       Connected   
26202      -      -            Abandoned   
26203 327714      -   tz       Abandoned   
26204      -      -            Abandoned   
26205      -      -            Abandoned   
26206  25019      -   sa       Abandoned   
26207      -      -            Abandoned   
26208      -      -            Abandoned   
26209  25229      -   ua       Abandoned   
26210  31319      -   it       Connected   
26211  60036      -   gb       Abandoned   
26212   8764      -            Abandoned   
26213      -      -   us    Never Connected
26214 196925      -            Abandoned   
26215    209      -   us       Abandoned   
26216  60036      -   gb       Abandoned   
26217  30689      -   jm       Abandoned   
26218   9433   9433   nz       Abandoned   
26219   6871      -   gb       Abandoned   
26220  43207      -   gb       Abandoned   
26221  49425  49425   gb       Abandoned   
26222    701   7922   us       Abandoned   
26223      -      -            Abandoned   
26224      -      -            Abandoned   
26225  12978      -   tr       Abandoned   
26226  30873      -   ye       Abandoned   
26227  32475      -   ir       Abandoned   
26228   2586      -   ee       Abandoned   
26229  47132      -   at       Abandoned   
26230   7018      -   us       Abandoned   
26231  20912  20912   it       Connected   
26232  33915  33915   nl       Connected   
26233 206065      -   ir       Abandoned   
26234      -  15605            Abandoned   
26235   9051      -   lb       Abandoned   
26236      -  12812            Abandoned   
26237   5410      -   fr       Abandoned   
26238  39010      -   lb       Abandoned   
26239  36907      -   ao       Abandoned   
26240      -      -   zm    Never Connected
26241  37154      -   zm       Abandoned   
26242      -      -            Abandoned   
26243      -      -            Abandoned   
26244      -      -            Abandoned   
26245   8449   8449   kg       Abandoned   
26246  31721      -   az       Abandoned   
26247  55836  55836   in       Abandoned   
26248  17501      -   np       Abandoned   
26249  45650      -   np       Abandoned   
26250  22773      -   us       Connected   
26251  45650      -   np       Abandoned   
26252  17501  17501   np       Abandoned   
26253      -      -            Abandoned   
26254  24504      -   np       Abandoned   
26255   9031   9031   be       Connected   
26256   5432      -   be       Abandoned   
26257 203455      -   hr       Abandoned   
26258    719      -   fi       Abandoned   
26259      -      -         Never Connected
26260   9433   9433   nz       Abandoned   
26261  16019      -   cz       Connected   
26262  24961  24961   de       Abandoned   
26263  17501      -   np       Abandoned   
26264  38565      -   np       Abandoned   
26265      -      -   pk    Never Connected
26266      -      -            Abandoned   
26267      -   6939   pl       Abandoned   
26268      -      -         Never Connected
26269 262149 262149   cr     Disconnected  
26270  17501      -   np       Abandoned   
26271 203296      -   fi       Connected   
26272  29584      -   az       Abandoned   
26273  43766      -   sa       Abandoned   
26274  17501      -   np       Abandoned   
26275  44725      -   az       Abandoned   
26276 203553 203553   ru       Abandoned   
26277  39279      -   md       Abandoned   
26278      -      -            Abandoned   
26279  39405  39405   fr       Abandoned   
26280  16086  16086   fi       Abandoned   
26281  17501      -   np       Abandoned   
26282  35457      -   bh       Abandoned   
26283  55915      -   np       Abandoned   
26284      -      -            Abandoned   
26285  50084      -   md       Connected   
26286   9051      -   lb       Abandoned   
26287      -      -            Abandoned   
26288      -      -            Abandoned   
26289  12985      -   pl       Abandoned   
26290  51124      -   ua     Disconnected  
26291  49420  49420   pl       Connected   
26292      -      -         Never Connected
26293  34779  34779   si       Abandoned   
26294   1680   1680   il       Abandoned   
26295  42610      -   ru     Disconnected  
26296  11404      -   us       Abandoned   
26297    577      -   ca       Connected   
26298   3215   3215   fr       Abandoned   
26299   8767   8767   de       Abandoned   
26300  23655  23655   nz     Disconnected  
26301   1224      -   us       Abandoned   
26302      -      -            Abandoned   
26303   9889      -   nz       Abandoned   
26304   3209  33843   de       Abandoned   
26305      -      -   bh    Never Connected
26306   9790      -   nz       Abandoned   
26307  17501  17501   np       Abandoned   
26308 203328 203328   cz       Abandoned   
26309  38037  38037   nz       Abandoned   
26310  39015  39015   bh       Abandoned   
26311   8764  24877   lt       Abandoned   
26312  60294  60294   de       Abandoned   
26313  58224      -   ir       Connected   
26314  25124      -   ir       Abandoned   
26315  58224      -   ir       Connected   
26316  13272      -   ee       Abandoned   
26317    553      -   de       Abandoned   
26318      -      -         Never Connected
26319      -      -            Abandoned   
26320   6805   6805   de       Connected   
26321   8881      -   de       Abandoned   
26322 209040      -   de       Connected   
26323  58224      -   ir       Connected   
26324   8374      -            Abandoned   
26325      -      -         Never Connected
26326  30722      -   it       Abandoned   
26327  15735      -   mt       Abandoned   
26328  58224      -   ir       Connected   
26329      -      -            Abandoned   
26330  44411      -   ua       Abandoned   
26331      -      -            Abandoned   
26332 262149 262149   cr       Abandoned   
26333      -      -            Abandoned   
26334   3215   3215   fr       Abandoned   
26335  54548      -   us       Abandoned   
26336   5378      -   gb       Abandoned   
26337  58224      -   ir       Connected   
26338  44194      -   de       Abandoned   
26339      -      -            Abandoned   
26340  58224      -   ir       Abandoned   
26341   9543      -   au       Abandoned   
26342      -      -         Never Connected
26343   3320      -   de       Abandoned   
26344  50821  50821   se       Abandoned   
26345  58224      -   ir       Connected   
26346  43754      -   ir     Disconnected  
26347  22753      -   us       Abandoned   
26348   3320   3320   de       Abandoned   
26349  48030  48030   bg       Abandoned   
26350      -      -   us    Never Connected
26351  58224      -   ir       Connected   
26352  12670      -   fr       Abandoned   
26353  31317      -   de       Connected   
26354    719      -   fi       Abandoned   
26355 204053      -   de     Disconnected  
26356   8881   8881   de       Abandoned   
26357      -      -         Never Connected
26358  41451      -   de       Abandoned   
26359  12322  12322   fr       Abandoned   
26360   8881   8881   de       Abandoned   
26361  12322  12322   fr       Abandoned   
26362  34056   6939   ua       Abandoned   
26363   5410      -   fr       Abandoned   
26364      -      -            Abandoned   
26365   5410      -   fr       Abandoned   
26366  59835  59835   se       Abandoned   
26367      -      -            Abandoned   
26368  35843  35843   ca       Abandoned   
26369      -      -         Never Connected
26370      -      -            Abandoned   
26371   6830      -   de       Abandoned   
26372   8997      -   ru       Abandoned   
26373  20115      -   us       Abandoned   
26374  20609      -   cz       Abandoned   
26375      -      -            Abandoned   
26376      -      -            Abandoned   
26377 199218 199218   fr       Abandoned   
26378  50223      -   kg       Abandoned   
26379      -      -            Abandoned   
26380   3215   3215   fr       Connected   
26381   2497      -   jp       Abandoned   
26382  51744      -   cz       Abandoned   
26383   5410   5410   fr       Connected   
26384   9121      -   tr       Abandoned   
26385 197029  24971   cz       Connected   
26386  12322  12322   fr       Abandoned   
26387   3320   3320   de       Abandoned   
26388 199218   3333   fr       Abandoned   
26389   1759  20569   fi       Abandoned   
26390      -      -         Never Connected
26391      -      -   pa    Never Connected
26392  12886      -   de       Abandoned   
26393   8473      -   se       Abandoned   
26394      -      -   fr    Never Connected
26395  30722      -   it       Abandoned   
26396   7922   7922   us       Abandoned   
26397  56377      -   ru       Abandoned   
26398      -      -   pl    Never Connected
26399      - 199218   fr       Abandoned   
26400   6830      -   nl       Abandoned   
26401   1136      -   nl       Abandoned   
26402   3265   3265   nl       Abandoned   
26403    701      -   us       Abandoned   
26404      -   6939   nl       Abandoned   
26405   2527   2516   jp       Abandoned   
26406      -      -         Never Connected
26407  22773  22773   us       Abandoned   
26408   1136      -   nl       Abandoned   
26409  30881      -   ru       Abandoned   
26410      -      -         Never Connected
26411      -      -            Abandoned   
26412 136786 136786   mm       Abandoned   
26413   3303   3303   ch       Abandoned   
26414      -      -            Abandoned   
26415      -      -            Abandoned   
26416      -      -         Never Connected
26417   4788      -   my       Abandoned   
26418      -      -            Abandoned   
26419   4788      -   my       Abandoned   
26420   5390   6939   nl       Abandoned   
26421      -      -         Never Connected
26422   9988      -   mm       Abandoned   
26423   7922      -   us       Abandoned   
26424   1136      -   nl       Abandoned   
26425  29447      -   it       Abandoned   
26426   3269      -   it       Abandoned   
26427  12400      -   il       Abandoned   
26428  20057      -   us       Abandoned   
26429    701      -   us       Abandoned   
26430      -      -         Never Connected
26431  43975      -   ru       Abandoned   
26432 197288      -   dk       Abandoned   
26433      -      -         Never Connected
26434 203421      -   gb       Abandoned   
26435      -      -            Abandoned   
26436      -      -         Never Connected
26437   4812      -   cn       Abandoned   
26438  29518      -   se       Abandoned   
26439   6871      -   gb       Connected   
26440  53910      -   ca       Connected   
26441 136621      -   ca       Abandoned   
26442    577      -   ca       Abandoned   
26443      -      -            Abandoned   
26444  15435      -   nl       Connected   
26445  15435   6939   nl       Abandoned   
26446      -      -         Never Connected
26447  12389      -   ru       Abandoned   
26448   3215   3215   fr       Abandoned   
26449  20001      -   us       Connected   
26450      -      -         Never Connected
26451 203944      -   lu       Connected   
26452      -      -            Abandoned   
26453      -      -            Abandoned   
26454  22773      -   us       Abandoned   
26455      -      -         Never Connected
26456      -      -            Abandoned   
26457      -      -         Never Connected
26458 197078      -   ru       Connected   
26459   3215   3215   fr       Abandoned   
26460 203195      -   fi       Abandoned   
26461      -      -         Never Connected
26462      -      -            Abandoned   
26463   7922   7922   us       Connected   
26464  37492      -   tn       Abandoned   
26465   8339      -   at       Connected   
26466      -      -         Never Connected
26467  12322  12322   fr       Connected   
26468      -      -         Never Connected
26469   8386      -   tr       Abandoned   
26470   9534   9534   my       Abandoned   
26471    160      -   us       Abandoned   
26472      -      -         Never Connected
26473      -      -         Never Connected
26474      -      -         Never Connected
26475   9824   6939   jp       Connected   
26476      -      -            Abandoned   
26477  25525  25525   nl       Abandoned   
26478  12365      -   uz       Abandoned   
26479      -      -         Never Connected
26480  35572      -   ru       Abandoned   
26481   3333   3333   kr       Abandoned   
26482 133579      -   nz       Abandoned   
26483   8386      -   tr       Abandoned   
26484  20115  20115   us       Abandoned   
26485  13285      -   gb       Abandoned   
26486      -      -            Abandoned   
26487      -      -         Never Connected
26488  22773      -   us       Abandoned   
26489  33915  33915   nl       Connected   
26490   7303      -   ar       Abandoned   
26491  33915      -   nl       Abandoned   
26492  50449      -   ru     Disconnected  
26493   7018   7018   us       Abandoned   
26494   7922   7922   us       Abandoned   
26495      -      -            Abandoned   
26496   6079      -   us       Connected   
26497   6730   6730   ch       Connected   
26498   3320      -   de       Abandoned   
26499  16629      -            Abandoned   
26500      -   2518   jp       Abandoned   
26501  21502      -   fr       Abandoned   
26502      -      -         Never Connected
26503   3265      -   nl       Abandoned   
26504      -      -         Never Connected
26505   3216      -   ru       Abandoned   
26506   8926      -   md       Abandoned   
26507  55430  55430   sg       Connected   
26508      -      -            Abandoned   
26509   5410   5410   fr       Connected   
26510  34960  34960   ch       Connected   
26511  37705      -   tn       Abandoned   
26512      -      -         Never Connected
26513  15589      -   it       Abandoned   
26514   1136  28685   nl       Connected   
26515   7922      -   us       Abandoned   
26516      -      -         Never Connected
26517   4812      -            Abandoned   
26518  11351  11351   us       Connected   
26519  20001  20001   us       Abandoned   
26520 131267      -   la       Abandoned   
26521      -      -         Never Connected
26522   2381   2381   us       Abandoned   
26523   7922      -   us       Abandoned   
26524   7018   7018   us       Abandoned   
26525      -      -         Never Connected
26526 201139      -   fi       Abandoned   
26527      -      -            Abandoned   
26528      -      -            Abandoned   
26529   7922   7922   us       Abandoned   
26530   1403      -   ca       Abandoned   
26531      -      -            Abandoned   
26532   1668      -   us       Abandoned   
26533  16245      -   dk       Abandoned   
26534      -      -         Never Connected
26535      -      -         Never Connected
26536      -      -         Never Connected
26537      -      -            Abandoned   
26538 197204      -   ru       Abandoned   
26539   4134      -   cn       Abandoned   
26540   7018      -   us       Abandoned   
26541   4134      -   cn       Abandoned   
26542   4134      -   cn       Abandoned   
26543  22773      -   us       Connected   
26544      -      -            Abandoned   
26545  51407      -   ps       Abandoned   
26546      -      -            Abandoned   
26547   7922      -   us       Abandoned   
26548   9143      -   nl       Abandoned   
26549  51262      -   ch       Abandoned   
26550      -      -            Abandoned   
26551   6830      -   nl       Abandoned   
26552  25596  25596   nl       Connected   
26553   7642      -   mv       Abandoned   
26554   9304   9304   hk       Abandoned   
26555      -      -            Abandoned   
26556  10226      -            Abandoned   
26557      -      -         Never Connected
26558      -      -         Never Connected
26559  15435      -   nl       Abandoned   
26560      -      -         Never Connected
26561  24439      -   mh       Abandoned   
26562      -      -   vn    Never Connected
26563   3215   3215   fr       Connected   
26564  20001      -   us       Abandoned   
26565      -      -   vn    Never Connected
26566      -      -            Abandoned   
26567      -      -            Abandoned   
26568   8386      -   tr       Abandoned   
26569   1403      -   ca       Abandoned   
26570      -      -            Abandoned   
26571   1221   1221   au       Abandoned   
26572  18638      -   ca       Abandoned   
26573  54841      -   ca       Abandoned   
26574      -      -            Abandoned   
26575      -      -            Abandoned   
26576 198901      -   dk       Connected   
26577  15943      -   de       Abandoned   
26578  54191      -   ca       Abandoned   
26579      -      -         Never Connected
26580  51892      -   ru       Connected   
26581 206238 206238   nl       Connected   
26582   3269      -            Abandoned   
26583   8386      -   tr       Abandoned   
26584      -      -         Never Connected
26585      -      -            Abandoned   
26586  15557   3215   fr       Abandoned   
26587   1136      -   nl       Connected   
26588      -      -   fr    Never Connected
26589  34779      -   si       Abandoned   
26590   8412      -   at     Disconnected  
26591   5432   5432   be       Abandoned   
26592   4713  55817   jp       Abandoned   
26593      -      -            Abandoned   
26594   8228      -   fr       Abandoned   
26595      -      -   it    Never Connected
26596      -      -         Never Connected
26597   8468   8468   gb       Connected   
26598      -      -            Abandoned   
26599      -      -            Abandoned   
26600  57112      -   nl       Connected   
26601      -      -   de    Never Connected
26602      -   8767   de       Connected   
26603   7642      -   mv       Abandoned   
26604      -      -            Abandoned   
26605   3333   3333   nl       Abandoned   
26606   7642      -   mv       Connected   
