
   id asn_v4 asn_v6 country     status     
 2716      -      -   it       Abandoned   
 2717      -      -   vn       Abandoned   
 2718  44549  44549   si       Connected   
 2719   7018      -   us       Connected   
 2720   5432   5432   be       Abandoned   
 2721      -      -            Abandoned   
 2722  20712  20712   gb       Abandoned   
 2723  16276  16276   fr       Abandoned   
 2724      -      -            Abandoned   
 2725      -      -            Abandoned   
 2726      -      -            Abandoned   
 2727      -      -   at       Abandoned   
 2728   3209      -   de       Abandoned   
 2729      -   6939   ua       Abandoned   
 2730   3320   3320   de       Abandoned   
 2731      -      -   iq    Never Connected
 2732   5404      -   at       Abandoned   
 2733  12337  12337   de       Abandoned   
 2734  57479      -   ua       Abandoned   
 2735      -   3303   ch       Connected   
 2736      -   6830   de       Abandoned   
 2737   6830      -   at       Abandoned   
 2738      -      -   us       Abandoned   
 2739      -   6939   de       Connected   
 2740  15704      -   es       Connected   
 2741   7922   7922   us       Connected   
 2742      -      -            Abandoned   
 2743   6830      -   at       Abandoned   
 2744  39326  39326   gb       Connected   
 2745   3333   3333   nl       Abandoned   
 2746   2856      -   gb       Abandoned   
 2747      -      -   lt       Abandoned   
 2748  12586      -   de       Abandoned   
 2749  48315      -   be       Abandoned   
 2750  48111      -   de       Connected   
 2751  12874  12874   it       Abandoned   
 2752   3209      -   de       Abandoned   
 2753  12709   6939   mt       Abandoned   
 2754   8551   8551   il       Connected   
 2755  12322  12322   fr       Connected   
 2756      -      -            Abandoned   
 2757      -      -            Abandoned   
 2758  29084      -   bg       Connected   
 2759   3320   8422   de       Abandoned   
 2760      -      -   dk       Abandoned   
 2761   8708      -   ro       Abandoned   
 2762   5384      -   ae       Abandoned   
 2763  22394      -   us       Abandoned   
 2764  44544      -   ro       Connected   
 2765      -      -            Abandoned   
 2766      -      -            Abandoned   
 2767   3320   3320   de       Abandoned   
 2768      -      -            Abandoned   
 2769    852      -   ca     Disconnected  
 2770   9443      -   au       Abandoned   
 2771      -      -            Abandoned   
 2772  30764      -   cz       Abandoned   
 2773      -      -   us       Abandoned   
 2774  37492      -            Abandoned   
 2775   3292      -   dk       Abandoned   
 2776   9158      -   dk       Abandoned   
 2777   3320   3320   de       Connected   
 2778   3292      -   dk       Abandoned   
 2779  12355  12355   de       Abandoned   
 2780   6805      -   de       Abandoned   
 2781  24956  24956   de       Abandoned   
 2782      -      -   th       Abandoned   
 2783   3215   3215   fr       Connected   
 2784      -      -   tn    Never Connected
 2785      -      -   de       Abandoned   
 2786   3333   3333   nl       Abandoned   
 2787   3333   3333   us       Abandoned   
 2788      -      -   us       Abandoned   
 2789      -      -   us       Abandoned   
 2790  25521      -   ua       Abandoned   
 2791      -      -   fr       Abandoned   
 2792  49010   3356   dk       Abandoned   
 2793  36483  36483   ca       Abandoned   
 2794  14210  14210   us       Abandoned   
 2795      -  20647   de       Abandoned   
 2796  31103  31103   de       Abandoned   
 2797  33915      -   nl       Connected   
 2798  31078      -   de       Abandoned   
 2799      -      -   us       Abandoned   
 2800   3320   3320   de       Abandoned   
 2801  57079  57079   ru       Abandoned   
 2802      -  49463   fr       Connected   
 2803   3292      -   gl     Disconnected  
 2804   1764      -   at       Abandoned   
 2805   6871      -   gb       Abandoned   
 2806   8881      -   de       Abandoned   
 2807  12310  12310   ro       Abandoned   
 2808      -      -         Never Connected
 2809   3320   3320   de     Disconnected  
 2810   6400      -   do       Abandoned   
 2811   7470      -   th       Connected   
 2812   5404      -   at       Abandoned   
 2813  12357      -   es       Abandoned   
 2814  12310  12310   ro       Abandoned   
 2815  31042      -   rs       Connected   
 2816   8400      -   rs       Connected   
 2817  41164      -   no       Connected   
 2818      -  35244   de       Connected   
 2819      -      -   us       Abandoned   
 2820  35826  35826   gb       Abandoned   
 2821      -      -            Abandoned   
 2822   8447      -   at       Abandoned   
 2823   4804      -   au       Abandoned   
 2824  15451  15451   de       Abandoned   
 2825  21175      -   gb       Abandoned   
 2826   5089      -   gb       Abandoned   
 2827  35518  35518   ch       Connected   
 2828  34119  34119   gb       Abandoned   
 2829   6327   6327   ca       Connected   
 2830      -      -   ir       Abandoned   
 2831  52092      -   cz       Abandoned   
 2832      -      -   au       Abandoned   
 2833  49463  49463   fr       Abandoned   
 2834      -      -            Abandoned   
 2835      -  29512   pl       Abandoned   
 2836   7018   7018   us       Abandoned   
 2837      -      -   us       Abandoned   
 2838      -      -   au       Abandoned   
 2839      -      -            Abandoned   
 2840      -      -            Abandoned   
 2841   4764   4764   au     Disconnected  
 2842      -      -   lt       Abandoned   
 2843   8359      -   ru       Connected   
 2844  49362      -   hk       Abandoned   
 2845  15502      -   ie       Abandoned   
 2846      -      -   gb       Abandoned   
 2847  35361      -   cz       Connected   
 2848  12322  12322   fr       Abandoned   
 2849      -      -            Abandoned   
 2850  42560      -   ba       Abandoned   
 2851  42313      -   al       Connected   
 2852  16316      -   de       Connected   
 2853      -      -   th       Abandoned   
 2854      -      -            Abandoned   
 2855      -      -            Abandoned   
 2856  15527      -   fi       Abandoned   
 2857      -      -   ru       Abandoned   
 2858  19255      -   us       Connected   
 2859      -  29695   no       Connected   
 2860      -      -            Abandoned   
 2861   8764      -   lt       Abandoned   
 2862  34056  34056   ua       Connected   
 2863  15600  15600   ch       Abandoned   
 2864  12615      -   bg       Abandoned   
 2865  11426      -   us       Abandoned   
 2866  33885      -   se       Connected   
 2867      -   3320   de       Connected   
 2868  55895  55895   jp       Abandoned   
 2869 198622      -   lt       Abandoned   
 2870      -      -            Abandoned   
 2871      -      -            Abandoned   
 2872  39045      -   ru       Abandoned   
 2873  16019  16019   cz       Connected   
 2874   7922   7922   us       Abandoned   
 2875      -      -            Abandoned   
 2876      -      -   gr       Abandoned   
 2877   3320   3320   de       Abandoned   
 2878   2516      -   jp       Connected   
 2879      -      -            Abandoned   
 2880      -      -            Abandoned   
 2881  43571      -   is       Connected   
 2882      -      -            Abandoned   
 2883      -      -   nl    Never Connected
 2884   3320      -   de       Abandoned   
 2885      -      -            Abandoned   
 2886   1853   1853   at       Abandoned   
 2887  15451  15451   de       Abandoned   
 2888      -      -            Abandoned   
 2889   8426   8426   pt       Abandoned   
 2890  24229      -   jp       Abandoned   
 2891   2516   2516   jp       Abandoned   
 2892  57119  57119   fr       Abandoned   
 2893      -      -            Abandoned   
 2894   8426   8426   pt       Abandoned   
 2895  23783  23783   jp       Connected   
 2896   2907      -   jp       Abandoned   
 2897   8220      -   be       Connected   
 2898   2516   2516   jp       Connected   
 2899      -      -            Abandoned   
 2900   5089      -   gb       Abandoned   
 2901  47232      -   cz     Disconnected  
 2902      -      -            Abandoned   
 2903 206420      -   cz       Abandoned   
 2904      -      -   gr       Abandoned   
 2905   8708      -   ro       Connected   
 2906  48685      -   is       Abandoned   
 2907  13092      -   rs       Abandoned   
 2908   5089      -   gb       Connected   
 2909   5089      -   gb       Abandoned   
 2910   2110      -   ie       Abandoned   
 2911  48942   9498   fr       Abandoned   
 2912   5089      -   gb       Abandoned   
 2913  50295      -   nl       Abandoned   
 2914  15685      -   cz       Abandoned   
 2915   3327      -   ru       Abandoned   
 2916   6855      -   sk       Connected   
 2917 196949  32098   ru       Abandoned   
 2918      -      -   az       Abandoned   
 2919   2119      -   se       Abandoned   
 2920      -   3209   de       Connected   
 2921      -      -            Abandoned   
 2922  39910      -   ch       Abandoned   
 2923  43571      -   is       Connected   
 2924   3301   6939   se       Abandoned   
 2925   9021      -   tr       Abandoned   
 2926   8708      -   ro       Abandoned   
 2927  13272  13272   ee       Abandoned   
 2928 262149 262149   cr       Abandoned   
 2929  15796      -            Abandoned   
 2930   6830      -   cz       Abandoned   
 2931      -      -   be       Abandoned   
 2932  35540      -   fr       Abandoned   
 2933      -      -   se       Abandoned   
 2934      -   3209   de     Disconnected  
 2935  45267      -   nz       Abandoned   
 2936      -      -            Abandoned   
 2937  51728  51728   fi       Abandoned   
 2938      -      -   ba       Abandoned   
 2939      -      -   cz       Abandoned   
 2940   5603      -   si       Abandoned   
 2941   3209      -   de       Connected   
 2942   3329      -   gr       Connected   
 2943  43289  43289   md       Abandoned   
 2944  12303  12303   hu       Connected   
 2945    790      -   fi       Abandoned   
 2946  39608      -   ua       Connected   
 2947   3320   3320   de       Abandoned   
 2948      -      -            Abandoned   
 2949      -   3320   de       Abandoned   
 2950   3329      -   gr       Abandoned   
 2951   6830   6939   nl       Abandoned   
 2952      -  58299   ch       Abandoned   
 2953   3333   3333   ru       Abandoned   
 2954   6830   6830   cz       Abandoned   
 2955 198277   6939   pl     Disconnected  
 2956  49770      -   se       Abandoned   
 2957  44034  44034   se       Abandoned   
 2958   8468      -   gb       Connected   
 2959      -      -   kz       Abandoned   
 2960  50469      -   de       Connected   
 2961  13030  13030   ch       Connected   
 2962      -      -   gb       Abandoned   
 2963   6848   6848   be       Abandoned   
 2964      -      -            Abandoned   
 2965      -      -   ua       Abandoned   
 2966      -      -            Abandoned   
 2967      -      -   gb       Abandoned   
 2968   8779      -   ua       Connected   
 2969      -      -            Abandoned   
 2970  28773      -   ua       Connected   
 2971      -      -   ua       Abandoned   
 2972  41678      -   gb       Abandoned   
 2973  57370  57370   ch       Connected   
 2974   3333   3333   cn       Abandoned   
 2975  25229      -   ua       Abandoned   
 2976  29695      -   no       Abandoned   
 2977   6830   6830   cz       Abandoned   
 2978   5089      -   gb       Connected   
 2979   8501   8501   pl       Abandoned   
 2980   1103   1103   nl       Abandoned   
 2981   8708      -   ro       Connected   
 2982   9050      -   ro       Abandoned   
 2983  12767      -   cz       Abandoned   
 2984      -      -   at       Abandoned   
 2985   5089      -   gb       Abandoned   
 2986  25229      -   ua       Abandoned   
 2987 395075      -   ca     Disconnected  
 2988  34779  34779   si       Connected   
 2989      -      -   br       Abandoned   
 2990      -      -            Abandoned   
 2991      -      -   fr       Abandoned   
 2992  35320      -   ua       Abandoned   
 2993  50505  15694   pl       Abandoned   
 3001    719      -   fi       Abandoned   
 3002      -      -            Abandoned   
 3003  47232      -   cz       Abandoned   
 3004  28725      -   cz       Abandoned   
 3005  49770      -   se       Abandoned   
 3006      -      -   cz       Abandoned   
 3007 198854   6939   pl       Abandoned   
 3008  25472      -   gr       Connected   
 3009 198977      -   cz     Disconnected  
 3010  34409      -   pl       Abandoned   
 3011   3320   3320   de       Abandoned   
 3012   3215      -   fr       Abandoned   
 3013 206420      -   cz       Abandoned   
 3014  51184      -   at       Abandoned   
 3015      -      -            Abandoned   
 3016  43939      -   pl       Abandoned   
 3017   3209      -   de       Connected   
 3018      -      -            Abandoned   
 3019  15435      -   nl       Connected   
 3020  49586   3333   no       Abandoned   
 3021   1221      -   au       Abandoned   
 3022      -      -            Abandoned   
 3023      -      -   bg       Abandoned   
 3024      -      -   ua       Abandoned   
 3025   3329      -   gr       Abandoned   
 3026  35807   6939   ru     Disconnected  
 3027 199298 199298   cz       Abandoned   
 3028   3329      -   gr       Connected   
 3029   5384      -   ae       Abandoned   
 3030      -      -   bf       Abandoned   
 3031 198977      -   cz       Abandoned   
 3032      -      -            Abandoned   
 3033  12874      -   it       Abandoned   
 3034      -      -   fr       Abandoned   
 3035      -      -   au       Abandoned   
 3036  42908      -   cz       Connected   
 3037   4802      -   au       Abandoned   
 3038   3215   3215   fr       Connected   
 3039      -   3265   nl       Abandoned   
 3040      -      -            Abandoned   
 3041  26785  26785   us       Abandoned   
 3042      -      -            Abandoned   
 3043    680    680   de     Disconnected  
 3044   5410   5410   fr       Abandoned   
 3045  33915      -   nl       Abandoned   
 3046   1853   1853   at       Abandoned   
 3047  30781      -   fr       Abandoned   
 3048   5089      -   gb       Connected   
 3049      -      -   cn       Abandoned   
 3050      -      -   az       Abandoned   
 3051  29562  33843   de       Abandoned   
 3052      -      -   br       Abandoned   
 3053  24823      -   ru       Connected   
 3054  38195      -   au       Connected   
 3055  42781      -   kw       Connected   
 3056      -      -   nl       Abandoned   
 3057      -      -   bg       Abandoned   
 3058   2856      -   gb       Abandoned   
 3059  33873  33873   de       Abandoned   
 3060   1680      -   il       Connected   
 3061      -      -            Abandoned   
 3062 212325      -   cz       Connected   
 3063  34347      -   at       Connected   
 3064      -      -   at       Abandoned   
 3065   6830      -   hu       Abandoned   
 3066      -      -            Abandoned   
 3067 205619      -   cz       Abandoned   
 3068   3320      -   de       Abandoned   
 3069      -      -   az       Abandoned   
 3070  12871      -   nl       Abandoned   
 3071  13576      -   us       Abandoned   
 3072 198977      -   cz       Abandoned   
 3073      -      -   az       Abandoned   
 3074  13124      -   bg       Abandoned   
 3075   8319   8319   de       Abandoned   
 3076      -      -            Abandoned   
 3077      -      -   cz       Abandoned   
 3078      -      -         Never Connected
 3079      -      -   de       Abandoned   
 3080      -      -   de       Abandoned   
 3081  33915      -   nl       Connected   
 3082   2547   1955   hu       Abandoned   
 3083  42525      -   dk       Abandoned   
 3084   3215      -   fr       Abandoned   
 3085  12741      -   pl       Abandoned   
 3086  25249      -   ge       Abandoned   
 3087   3215      -   fr       Abandoned   
 3088  45177      -   nz       Abandoned   
 3089      -      -            Abandoned   
 3090      -      -            Abandoned   
 3091   2857   2857   de       Abandoned   
 3092      -      -         Never Connected
 3093   5089      -   gb       Connected   
 3094  28792      -   gb       Connected   
 3095      -      -            Abandoned   
 3096  51989      -   hr       Abandoned   
 3097   8319   8319   de       Connected   
 3098  24823      -   ru     Disconnected  
 3099  47232  47232   cz       Connected   
 3100      -      -   kz       Abandoned   
 3101   3333   3333   cy       Abandoned   
 3102   5378      -   gb       Connected   
 3103  14291      -   us       Abandoned   
 3104  16019      -   cz       Connected   
 3105      -      -         Never Connected
 3106   8902      -   kz       Abandoned   
 3107      -      -            Abandoned   
 3108      - 212488   nl     Disconnected  
 3109   9143      -   nl       Abandoned   
 3110   6848   6848   be       Connected   
 3111   1853   1853   at       Abandoned   
 3112  21263  21263   de       Connected   
 3113  33915      -   nl       Connected   
 3114      -      -   pl       Abandoned   
 3115   1241   1241   gr       Abandoned   
 3116      -      -            Abandoned   
 3117  35226      -   ie       Abandoned   
 3118   1853   1853   at       Abandoned   
 3119   1853   1853   at       Abandoned   
 3120      -      -   nl       Abandoned   
 3121      -      -            Abandoned   
 3122      -      -            Abandoned   
 3123      -      -   si       Abandoned   
 3124  33915      -   nl       Abandoned   
 3125      -      -            Abandoned   
 3126   1241   1241   gr       Abandoned   
 3127      -      -   de       Abandoned   
 3128   3320   3320   de       Connected   
 3129   3243   3243   pt       Abandoned   
 3130  12414      -   nl       Abandoned   
 3131   2860      -   pt       Connected   
 3132   1853   1853   at       Abandoned   
 3133      -      -   fr       Abandoned   
 3134   1853   1853   at       Abandoned   
 3135   6830      -   cz       Abandoned   
 3136  21263  21263   de       Abandoned   
 3137      -      -   fr       Abandoned   
 3138   1853   1853   at       Abandoned   
 3139  25310      -   gb       Abandoned   
 3140  49463  49463   fr       Abandoned   
 3141  29169  29169   fr       Abandoned   
 3142   3209      -   de       Abandoned   
 3143      -      -            Abandoned   
 3144  33915  33915   nl     Disconnected  
 3145  49463  49463   fr       Abandoned   
 3146   3320   3320   de       Abandoned   
 3147  56478      -   gb       Abandoned   
 3148   1136   1136   nl       Abandoned   
 3149      -      -            Abandoned   
 3150   6805   6805   de       Connected   
 3151  13030  13030   ch       Connected   
 3152      -      -   cn       Abandoned   
 3153  33915      -   nl       Connected   
 3154   3209   3209   de       Abandoned   
 3155  23930      -   ph       Abandoned   
 3156   3320   3320   de       Connected   
 3157      -    680   de       Abandoned   
 3158  38930      -   nl       Connected   
 3159   2856      -   gb       Abandoned   
 3160      -      -         Never Connected
 3161   1103   1103   nl       Abandoned   
 3162      -   3303   ch       Connected   
 3163      -      -   ca    Never Connected
 3164  34878  34878   de       Abandoned   
 3165      -   3320   de       Connected   
 3166      -      -   gb       Abandoned   
 3167  44574   3333   gb       Abandoned   
 3168  16175  16175   no       Abandoned   
 3169   3243      -   pt       Connected   
 3170  33915      -   nl       Connected   
 3171      -      -            Abandoned   
 3172  15557      -   fr       Connected   
 3173  23966  23966   pk       Abandoned   
 3174  62455      -   ie       Abandoned   
 3175      -      -            Abandoned   
 3176  31334  31334   de       Abandoned   
 3177      -      -   my       Abandoned   
 3178   2860      -   pt       Connected   
 3179  13099      -   az       Abandoned   
 3180   6830      -   nl       Abandoned   
 3181      -      -            Abandoned   
 3182  29169  29169   us       Abandoned   
 3183  16097      -   de       Abandoned   
 3184  13030  13030   ch       Abandoned   
 3185   8881   8881   de       Abandoned   
 3186   3209      -   de       Connected   
 3187   6805      -   de       Connected   
 3188  35612      -   it       Abandoned   
 3189  59715  59715   it       Connected   
 3190      -      -            Abandoned   
 3191  17978      -   hk       Abandoned   
 3192   3320   3320   de       Connected   
 3193   5089      -   gb       Abandoned   
 3194  25441      -   ie       Abandoned   
 3195      -      -            Abandoned   
 3196      -      -   au       Abandoned   
 3197      -      -            Abandoned   
 3198      -      -            Abandoned   
 3199      -      -            Abandoned   
 3200   7018   6939   us       Connected   
 3201      -      -         Never Connected
 3202  50503      -   fi       Abandoned   
 3203    680    680   de       Abandoned   
 3204  49463  49463   fr       Abandoned   
 3205   5432   5432   be       Connected   
 3206   3320   3320   de       Abandoned   
 3207   3209      -   de       Connected   
 3208   3320   3320   de     Disconnected  
 3209      -      -   nl       Abandoned   
 3210   2856   2856   gb       Connected   
 3211   1955   1955   hu       Abandoned   
 3212   9143   6939   nl       Abandoned   
 3213  20845  20845   hu     Disconnected  
 3214   6866      -   gr       Abandoned   
 3215      -      -   nl       Abandoned   
 3216 198336      -   cy       Abandoned   
 3217      -      -   sg    Never Connected
 3218  15038      -   us       Abandoned   
 3219      -      -   cn       Abandoned   
 3220  15943      -   de       Abandoned   
 3221  12581  12581   de       Abandoned   
 3222   6829      -   no       Abandoned   
 3223      -      -   br       Abandoned   
 3224      -      -   us       Abandoned   
 3225      -   6661   lu       Connected   
 3226      -      -   gb       Abandoned   
 3227  47155      -   se       Connected   
 3228      -    137   it       Abandoned   
 3229   3320      -   de       Abandoned   
 3230  57670      -   ua       Abandoned   
 3231  41135  41135   de       Abandoned   
 3232      -      -            Abandoned   
 3233      -      -   pt       Abandoned   
 3234      -      -   gb       Abandoned   
 3235      -      -   be    Never Connected
 3236      -      -   es       Abandoned   
 3237  57866  57866   nl       Abandoned   
 3238   9031   9031   be       Abandoned   
 3239  56478      -   gb       Connected   
 3240      -      -   fi       Abandoned   
 3241      -   6939   jp       Abandoned   
 3242   1241      -   gr       Abandoned   
 3243      -      -            Abandoned   
 3244      -      -   de    Never Connected
 3245   1955   1955   hu       Connected   
 3246  41135  41135   be       Abandoned   
 3247  29243  29243   fi       Abandoned   
 3248      -   6939   nl     Disconnected  
 3249  55391  55391   jp       Connected   
 3250  12778  12778   si       Abandoned   
 3251      -      -   us       Abandoned   
 3252  15038      -   us       Connected   
 3253      -   6939   ru       Connected   
 3254  33915      -   nl       Abandoned   
 3255      -      -   ua       Abandoned   
 3256  42252  42252   fi       Abandoned   
 3257  24203      -   id       Abandoned   
 3258      -      -            Abandoned   
 3259      -      -            Abandoned   
 3260  43939      -   pl       Connected   
 3261  20766  20766   fr       Abandoned   
 3262      -      -   us       Abandoned   
 3263  13036      -   cz       Connected   
 3264   1136      -   nl       Connected   
 3265   3243   3243   pt       Connected   
 3266      -      -         Never Connected
 3267  35612      -   it       Connected   
 3268   3292      -   dk       Abandoned   
 3269   3292      -   dk       Abandoned   
 3270   3333   3333   fi       Abandoned   
 3271      -      -         Never Connected
 3272      -      -   gr       Abandoned   
 3273  38639      -   jp       Abandoned   
 3274 206238 206238   nl       Connected   
 3275      -      -         Never Connected
 3276  20845  20845   hu       Connected   
 3277      -      -         Never Connected
 3278   1136   1136   nl     Disconnected  
 3279      -      -            Abandoned   
 3280  41135  41135   us       Abandoned   
 3281      -      -            Abandoned   
 3282  12322  12322   fr       Connected   
 3283   3301      -   se     Disconnected  
 3284  12779  12779   it       Abandoned   
 3285  12883      -   ua       Abandoned   
 3286  24940      -   de       Connected   
 3287      -      -         Never Connected
 3288   3209      -   de       Connected   
 3289  15943      -   de       Connected   
 3290  29422  29422   fi       Abandoned   
 3291   3215      -   fr       Connected   
 3292      -      -         Never Connected
 3293  50583      -   fr       Abandoned   
 3294   9145      -   de       Connected   
 3295   5603   5603   si       Abandoned   
 3296      -      -   br       Abandoned   
 3297  15943      -   de       Connected   
 3298      -      -            Abandoned   
 3299      -      -            Abandoned   
 3300      -      -   gb       Abandoned   
 3301   8767      -   de       Abandoned   
 3302   6057   6057   uy       Abandoned   
 3303  29695  29695   no       Connected   
 3304  20845  20845   hu       Connected   
 3305  51164  51164   fi       Abandoned   
 3306      -      -   gb       Abandoned   
 3307   2119      -   no       Abandoned   
 3308  48972  48972   nl       Connected   
 3309      -      -   gb       Abandoned   
 3310  15987  15987   de       Connected   
 3311      -      -   az       Abandoned   
 3312      -      -   us    Never Connected
 3313 199087 199087   fi       Connected   
 3314      -      -   gb       Abandoned   
 3315  15943      -   de       Abandoned   
 3316      -      -   gb       Abandoned   
 3317      -      -            Abandoned   
 3318  24203      -   id       Abandoned   
 3319   2116      -   no       Abandoned   
 3320   3352      -   es       Abandoned   
 3321   8473      -   se       Abandoned   
 3322  45935      -   vu       Abandoned   
 3323      -      -   ir    Never Connected
 3324      - 132797   vu       Abandoned   
 3325      -      -            Abandoned   
 3326  20712  20712   gb     Disconnected  
 3327   8820   8820   de       Connected   
 3328   7922      -   us       Connected   
 3329   4589      -   it       Abandoned   
 3330      -      -   bh       Abandoned   
 3331  34373  34373   nl     Disconnected  
 3332  29355      -   kz       Abandoned   
 3333   3320   3320   de       Connected   
 3334  12779      -   it       Abandoned   
 3335  42205      -   hu       Abandoned   
 3336  20845  20845   hu       Connected   
 3337  25384      -   dk       Abandoned   
 3338   8462   8462   hu       Abandoned   
 3339      -  12322   tn     Disconnected  
 3340   6799      -   gr       Abandoned   
 3341      -      -            Abandoned   
 3342      -      -   gb       Abandoned   
 3343      -      -   gb       Abandoned   
 3344   8240      -   ee       Connected   
 3345   6661      -   lu       Abandoned   
 3347  31245      -   tn       Abandoned   
 3348      -      -            Abandoned   
 3349      -      -   in    Never Connected
 3350      -      -            Abandoned   
 3351   3215   3215   fr       Connected   
 3352      -  58133   ch     Disconnected  
 3353  39309  39309   nl       Abandoned   
 3354      -      -   se    Never Connected
 3355   3333   3333   nl       Abandoned   
 3356      -  12874   it       Connected   
 3357  33843  33843   de       Abandoned   
 3358      -      -            Abandoned   
 3360      -      -            Abandoned   
 3361      -      -   gb       Abandoned   
 3362      -  29467   lu       Abandoned   
 3363 262438      -   br       Abandoned   
 3364      -      -   nl       Abandoned   
 3365      -      -   gb       Abandoned   
 3366      -      -            Abandoned   
 3367      -      -            Abandoned   
 3368  20845  20845   hu       Connected   
 3369      -  13037   gb       Abandoned   
 3370   4134      -   cn       Abandoned   
 3371      -      -            Abandoned   
 3372  29355      -   kz       Abandoned   
 3373   3209  15456   de       Abandoned   
 3374 198818 198818   de       Abandoned   
 3375   3249      -   ee       Abandoned   
 3376      -      -   gb       Abandoned   
 3377  34108  41153   nl       Abandoned   
 3378      -      -   gb       Abandoned   
 3379  39686  39686   nl       Connected   
 3380      -      -   gb       Abandoned   
 3381  56478      -   gb       Abandoned   
 3382      -      -            Abandoned   
 3383      -      -            Abandoned   
 3384   8820   8820   de       Abandoned   
 3385      -      -   gb       Abandoned   
 3386  24400  24400   cn       Abandoned   
 3387  23674      -   pk       Abandoned   
 3388      -      -   bm       Abandoned   
 3389  59453      -   it       Abandoned   
 3390      -      -            Abandoned   
 3391 197745 197745   de       Abandoned   
 3392  15943  15943   de       Abandoned   
 3393      -      -   lu       Abandoned   
 3394      -      -   gb       Abandoned   
 3395   8412      -   at       Connected   
 3396   3216      -   ru       Abandoned   
 3397      -      -   it       Abandoned   
 3398      -      -   de    Never Connected
 3399      -      -   gb       Abandoned   
 3400  16086  16086   fi       Abandoned   
 3401      -      -            Abandoned   
 3402      -      -   no       Abandoned   
 3403   3301      -   dk       Abandoned   
 3404      -      -            Abandoned   
 3405   2497  55817   jp       Abandoned   
 3406  15943  15943   de     Disconnected  
 3407   9211   9211   de       Connected   
 3408   2856   2856   gb       Abandoned   
 3409  15659      -   no       Abandoned   
 3410   7922   7922   us       Connected   
 3411   6830      -   at       Abandoned   
 3412  29695      -   no       Abandoned   
 3413  24603      -   de       Abandoned   
 3414   3320   3320   de       Abandoned   
 3415  39260      -   ro       Abandoned   
 3416  39260      -   no       Abandoned   
 3417      -      -   cl       Abandoned   
 3418  13036      -   cz       Connected   
 3419  12389      -   ru       Abandoned   
 3420  33915  33915   nl       Connected   
 3421      -      -   be    Never Connected
 3422   6830      -   ch       Abandoned   
 3423   3943   3943   us       Abandoned   
 3424      -      -            Abandoned   
 3425  13037      -   gb       Abandoned   
 3426      -      -   be    Never Connected
 3427      -      -   no       Abandoned   
 3428      -      -            Abandoned   
 3429      -      -   no       Abandoned   
 3430  30600      -   us       Connected   
 3431  41164      -   no       Abandoned   
 3432   9008   9008   lu       Connected   
 3433  12929  12929   no       Connected   
 3434      -      -            Abandoned   
 3435  29551  29551   de       Abandoned   
 3436      -      -   us       Abandoned   
 3437  43656      -   ua     Disconnected  
 3438      -      -         Never Connected
 3439  39260      -   ro       Abandoned   
 3440      -      -   tr    Never Connected
 3441  16019      -   cz       Connected   
 3442  29134  29134   cz       Abandoned   
 3443   3741   6939   za       Abandoned   
 3444  12083      -   us       Abandoned   
 3445      -      -            Abandoned   
 3446  63112      -   gb       Abandoned   
 3447      -      -            Abandoned   
 3448  41552 131111   de       Abandoned   
 3449      -      -   nz    Never Connected
 3450   2516   2516   jp       Abandoned   
 3451      -      -            Abandoned   
 3452   1257      -   se       Abandoned   
 3453      -      -   cz       Abandoned   
 3454   2018      -   za       Abandoned   
 3455  50957  50957   gb       Abandoned   
 3456      -   9008   lu       Abandoned   
 3457   2497   2497   jp       Connected   
 3458      -  57734   fr       Abandoned   
 3459   2518   2516   jp       Abandoned   
 3460   8522      -   gr       Connected   
 3461   2018      -   za       Abandoned   
 3462  50957  50957   gb       Abandoned   
 3463      -      -            Abandoned   
 3464      -      -   us       Abandoned   
 3465   3301      -   se       Abandoned   
 3466   8047   8047   us       Abandoned   
 3467  13036   6939   cz       Connected   
 3468  60876  60876   dk       Connected   
 3469      -      -            Abandoned   
 3470      -      -   za       Abandoned   
 3471   3352      -   es       Connected   
 3472      -      -   no       Abandoned   
 3473      -      -   no       Abandoned   
 3474   6661   6661   lu       Connected   
 3476  29208  29208   cz       Connected   
 3477      -      -   gb       Abandoned   
 3478   2119      -   no       Abandoned   
 3479   9188   9188   de       Abandoned   
 3480   6083   6083   za       Abandoned   
 3481   7922   6939   us       Abandoned   
 3482  44134      -   dk       Abandoned   
 3483      -   3582   us       Connected   
 3484      -      -   za       Abandoned   
 3485      -      -   tr    Never Connected
 3486      -      -         Never Connected
 3487   2514   8218   jp       Abandoned   
 3488   3265   3265   nl       Abandoned   
 3489      -      -   cn       Abandoned   
 3490      -      -   il       Abandoned   
 3491  17506   2497   jp       Abandoned   
 3492      -      -   cl       Abandoned   
 3493  39260      -   ro       Abandoned   
 3494  33915  58291   nl       Abandoned   
 3495  16086      -   fi       Abandoned   
 3496  48450  48450   kz       Abandoned   
 3497   3333   3333   nl       Abandoned   
 3498  29134  29134   cz       Connected   
 3499  12617  12617   dk       Abandoned   
 3500  41364      -   it       Connected   
 3501      -      -   no    Never Connected
 3502      -      -         Never Connected
 3503   7922      -   us       Abandoned   
 3504      -      -            Abandoned   
 3505  20712  20712   gb       Connected   
 3506   8685      -   tr       Connected   
 3507  51056  51056   md       Abandoned   
 3508      -      -   gb       Abandoned   
 3509   8764      -   lt       Abandoned   
 3510    719      -   fi       Abandoned   
 3511   3265   3265   nl       Abandoned   
 3512      -      -   cn    Never Connected
 3513  20712  20712   gb       Abandoned   
