
Filters:
  country_code: us

   id asn_v4 asn_v6 country     status     
===========================================
 1144  27537      -   us       Abandoned   
 1145  27017      -   us       Connected   
 1146      -      -   us       Abandoned   
 1148      -      -   us       Abandoned   
 1149  33363      -   us       Abandoned   
 1151   4150   4150   us       Abandoned   
 1155   7922   7922   us       Abandoned   
 1156      -      -   us       Abandoned   
 1158   7922      -   us       Abandoned   
 1160      -   7922   us       Connected   
 1163  20001      -   us       Abandoned   
 1164   5650      -   us       Connected   
 1168      -      -   us    Never Connected
 1169     27      -   us       Connected   
 1171  33080  33080   us       Abandoned   
 1172      -      -   us       Abandoned   
 1178  20001      -   us       Abandoned   
 1179    701      -   us       Abandoned   
 1184      -   7922   us       Connected   
 1185   7922   7922   us       Connected   
 1186   7922   7922   us       Connected   
 1188   7922      -   us       Connected   
 1189    701      -   us       Connected   
 1193    701      -   us       Abandoned   
 1194   7922   7922   us       Connected   
 1196   7018   7018   us       Abandoned   
 1198   5650      -   us     Disconnected  
 1199  11351      -   us       Abandoned   
 1408   2914      -   us       Abandoned   
 2111   7018      -   us       Connected   
 2283   2497      -   us       Abandoned   
 2285   7922   7922   us       Abandoned   
 2289   7018   7018   us       Abandoned   
 2295      -      -   us       Abandoned   
 2297   7922   7922   us       Abandoned   
 2361   7922   7922   us       Abandoned   
 2402    701      -   us       Abandoned   
 2427  11426  11426   us       Abandoned   
 2433  11426  11426   us       Abandoned   
 2503  46474      -   us       Abandoned   
 2529   7922   7922   us       Abandoned   
 2549   7922   7922   us       Abandoned   
 2567   7922      -   us       Connected   
 2591  40528  40528   us       Abandoned   
 2592    209      -   us       Connected   
 2614      -      -   us       Abandoned   
 2627  33660      -   us       Abandoned   
 2628      -      -   us       Abandoned   
 2684   7922      -   us       Connected   
 2685   7922   7922   us       Connected   
 2700      -      -   us       Abandoned   
 2711  14949   6939   us       Abandoned   
 2714  14949   6939   us       Abandoned   
 2719   7018      -   us       Connected   
 2738      -      -   us       Abandoned   
 2741   7922   7922   us       Connected   
 2763  22394      -   us       Abandoned   
 2773      -      -   us       Abandoned   
 2787   3333   3333   us       Abandoned   
 2788      -      -   us       Abandoned   
 2789      -      -   us       Abandoned   
 2794  14210  14210   us       Abandoned   
 2799      -      -   us       Abandoned   
 2819      -      -   us       Abandoned   
 2836   7018   7018   us       Abandoned   
 2837      -      -   us       Abandoned   
 2858  19255      -   us       Connected   
 2865  11426      -   us       Abandoned   
 2874   7922   7922   us       Abandoned   
 3041  26785  26785   us       Abandoned   
 3071  13576      -   us       Abandoned   
 3103  14291      -   us       Abandoned   
 3182  29169  29169   us       Abandoned   
 3200   7018   6939   us       Connected   
 3218  15038      -   us       Abandoned   
 3224      -      -   us       Abandoned   
 3251      -      -   us       Abandoned   
 3252  15038      -   us       Connected   
 3262      -      -   us       Abandoned   
 3280  41135  41135   us       Abandoned   
 3312      -      -   us    Never Connected
 3328   7922      -   us       Connected   
 3410   7922   7922   us       Connected   
 3423   3943   3943   us       Abandoned   
 3430  30600      -   us       Connected   
 3436      -      -   us       Abandoned   
 3444  12083      -   us       Abandoned   
 3464      -      -   us       Abandoned   
 3466   8047   8047   us       Abandoned   
 3481   7922   6939   us       Abandoned   
 3483      -   3582   us       Connected   
 3503   7922      -   us       Abandoned   
 3517   3663   3663   us       Abandoned   
 3521  20001  20001   us       Abandoned   
 3523  19165      -   us       Abandoned   
 3524   7922   7922   us       Connected   
 3525   7018   7018   us       Connected   
 3540   7922   7922   us       Abandoned   
 3548   7018      -   us       Connected   
 3562      -      -   us       Abandoned   
 3569   1798   1798   us       Abandoned   
 3574  21928      -   us       Connected   
 3579   7922      -   us       Connected   
 3584      -      -   us       Abandoned   
 3588   7782      -   us       Connected   
 3591      -      -   us       Abandoned   
 3600    701    701   us       Connected   
 3620   7922      -   us       Connected   
 3631      -      -   us       Abandoned   
 3640    546      -   us       Abandoned   
 3644   7922      -   us       Abandoned   
 3645   7065      -   us       Abandoned   
 3646   3582      -   us       Abandoned   
 3649      -  16668   us       Connected   
 3650      -   7922   us       Abandoned   
 3651      -   6939   us       Abandoned   
 3656   7922   7922   us       Connected   
 3658   7922      -   us       Abandoned   
 3660   7018   7018   us       Connected   
 3662   3333   3333   us       Abandoned   
 3663   7922   7922   us       Abandoned   
 3665      -   7922   us       Connected   
 3666   7922      -   us       Connected   
 3669   7018   7018   us       Connected   
 3670   7018   7018   us       Connected   
 3671   7922      -   us       Connected   
 3673   7922      -   us       Abandoned   
 3678   7922   7922   us       Abandoned   
 3679   3303      -   us       Abandoned   
 3681  22773      -   us       Abandoned   
 3683    701      -   us       Abandoned   
 3685   7922   7922   us       Abandoned   
 3686    701      -   us       Abandoned   
 3690  11426  11426   us       Abandoned   
 3692   7922   7922   us       Abandoned   
 3698  19517      -   us       Abandoned   
 3707      -      -   us       Abandoned   
 3713      -      -   us       Abandoned   
 3715    701      -   us       Connected   
 3724  12271      -   us       Abandoned   
 3733      -      -   us       Abandoned   
 3737   7922   7922   us       Connected   
 3740   7922      -   us       Abandoned   
 3753    209      -   us       Abandoned   
 3756    701    701   us       Connected   
 3760   7018   7018   us       Abandoned   
 3762    701      -   us       Abandoned   
 3765      -      -   us       Abandoned   
 3767    701      -   us       Connected   
 3770   7922      -   us       Abandoned   
 3774    701      -   us       Abandoned   
 3778  16591  16591   us       Abandoned   
 3915  20001  20001   us       Abandoned   
 3923      -      -   us    Never Connected
 3925    209      -   us       Abandoned   
 3926      -      -   us    Never Connected
 3932  13476      -   us       Abandoned   
 3947      4    226   us       Abandoned   
 3954      -      -   us    Never Connected
 3964   7922   7922   us       Abandoned   
 4002      -      -   us       Abandoned   
 4019   7922      -   us       Connected   
 4069   6167   6167   us       Connected   
 4085   7922      -   us       Abandoned   
 4099      -      -   us    Never Connected
 4111   7922   7922   us       Connected   
 4130   7018      -   us       Abandoned   
 4148   7922      -   us       Connected   
 4155  20115      -   us       Connected   
 4163   7922   7922   us       Abandoned   
 4185  14569      -   us       Abandoned   
 4237      -      -   us       Abandoned   
 4275  46375      -   us       Abandoned   
 4279   7922   7922   us       Abandoned   
 4301   7018      -   us       Connected   
 4304   7922   7922   us       Abandoned   
 4307  40138   6939   us       Connected   
 4325  11232      -   us       Connected   
 4334  11232      -   us       Connected   
 4405  17356      -   us       Connected   
 4412  12271      -   us       Abandoned   
 4417  33363      -   us       Abandoned   
 4425      -      -   us       Abandoned   
 4527      -      -   us       Abandoned   
 4542   7922      -   us       Abandoned   
 4549    701      -   us       Abandoned   
 4551   7922      -   us       Connected   
 4581      -      -   us       Abandoned   
 4602  10838      -   us     Disconnected  
 4635   6128      -   us       Abandoned   
 4647  11404  54858   us       Abandoned   
 4654      -      -   us       Abandoned   
 4663    209      -   us       Abandoned   
 4674      -   7922   us       Connected   
 4676   7922   7922   us       Abandoned   
 4706  14051      -   us       Abandoned   
 4812      -      -   us       Abandoned   
 4825   7922   7922   us       Abandoned   
 4829    701      -   us       Abandoned   
 4849   7922   7922   us       Abandoned   
 4851  11404      -   us       Connected   
 4870  16724      -   us       Abandoned   
 4894   7922   7922   us       Connected   
 4930   7018   7018   us       Abandoned   
 4936   7922   7922   us       Abandoned   
 4938    701      -   us       Connected   
 4945  16591      -   us       Abandoned   
 4958   3927   3927   us       Connected   
 4959   4128   4128   us       Connected   
 4969   7018   7018   us       Connected   
 4970   7922   7922   us       Abandoned   
 4981   3130   3130   us       Connected   
 4986      -      -   us    Never Connected
 4994  19108      -   us       Abandoned   
 6010  11488  11488   us       Abandoned   
 6021   5580   5580   us       Abandoned   
 6024   5580   5580   us       Abandoned   
 6045   1280   1280   us       Abandoned   
 6061   2914   2914   us       Abandoned   
 6062   2914   2914   us       Abandoned   
 6065   2914   2914   us       Abandoned   
 6066   2914   2914   us       Abandoned   
 6067   7366   7366   us       Abandoned   
 6072   7922   7922   us       Connected   
 6074  14061  14061   us       Abandoned   
 6080   7922   7922   us       Abandoned   
 6092  14907  14907   us       Connected   
 6093  14907  14907   us       Abandoned   
 6095  14907  14907   us       Abandoned   
 6097  32244  32244   us       Abandoned   
 6100  10745  10745   us       Abandoned   
 6101  53824  53824   us       Connected   
 6122  22300  22300   us       Abandoned   
 6125  40528  40528   us       Abandoned   
 6127   6124   6124   us       Abandoned   
 6130  16876  16876   us       Abandoned   
 6140 393246 393246   us       Abandoned   
 6142  63403  63403   us       Abandoned   
 6144  43996  43996   us       Abandoned   
 6147  33280  33280   us       Abandoned   
 6155  30633  30633   us       Abandoned   
 6156   7203   7203   us       Abandoned   
 6201   3851   3851   us       Abandoned   
 6205  51468  51468   us       Abandoned   
 6207  54054  54054   us       Abandoned   
 6208  46309  46309   us       Abandoned   
 6215  15133  15133   us       Abandoned   
 6216   2495   2495   us       Abandoned   
 6222  26167      -   us       Connected   
 6223     88      -   us       Abandoned   
 6229   1909    195   us       Connected   
 6231  10961    111   us       Abandoned   
 6236  54115  54115   us       Abandoned   
 6247   1312   1312   us       Abandoned   
 6257   8560   8560   us       Abandoned   
 6259  15133  15133   us       Abandoned   
 6264  15133  15133   us       Connected   
 6265  15133  15133   us       Abandoned   
 6266  15133  15133   us       Connected   
 6274  13331  13331   us       Connected   
 6280  19255  19255   us       Connected   
 6285  15133  15133   us       Abandoned   
 6286  15133  15133   us       Abandoned   
 6287  33362  33362   us       Connected   
 6288  15133  15133   us       Abandoned   
 6289  15133  15133   us       Connected   
 6290  15133  15133   us       Abandoned   
 6292  15133  15133   us       Connected   
 6341  10745  10745   us       Connected   
 6343   2914   2914   us       Connected   
 6355  14618  14618   us       Abandoned   
 6373  32097  32097   us       Connected   
 6379  36236  36236   us       Connected   
 6388  17054  17054   us       Connected   
 6389  36444  36444   us       Connected   
 6394  16509  16509   us     Disconnected  
 6407  55002  55002   us       Connected   
 6408  36236  36236   us       Connected   
 6409  36236  36236   us       Connected   
 6411  55002  55002   us       Connected   
 6418  17054  17054   us       Connected   
 6421  20150  20150   us       Abandoned   
 6422  20150  20150   us       Abandoned   
 6428  32425  32425   us       Connected   
 6434  20473  20473   us       Connected   
 6436  20473  20473   us       Connected   
 6437  20473  20473   us       Connected   
 6452  20473  20473   us       Connected   
 6454  20473  20473   us       Connected   
 6472  16509  16509   us     Disconnected  
 6473  16509  16509   us     Disconnected  
 6474  14618  14618   us     Disconnected  
 6479 202196 202196   us       Connected   
 6480  13925  13925   us       Connected   
 6482   7247   7247   us       Connected   
 6492  21699      -   us       Connected   
 6497  54054  54054   us       Abandoned   
 6517    917    917   us       Connected   
 6524  55002  55002   us       Connected   
 6525     32     32   us       Connected   
 6542 198018 198018   us       Abandoned   
 6549  15133  15133   us       Connected   
 6557 201971 201971   us     Disconnected  
 6565  63056  63056   us       Connected   
 6570   7018   7018   us       Abandoned   
 6572  15133  15133   us       Abandoned   
 6574  40809      -   us       Connected   
 6585  36236  36236   us       Connected   
 6588  10886  10886   us       Connected   
 6590 199610 199610   us       Connected   
 6597  20473  20473   us       Connected   
 6598  20473  20473   us       Connected   
 6599  20473  20473   us       Connected   
 6605   3450      -   us       Abandoned   
 6613 396982      -   us       Connected   
 6614 396982      -   us       Connected   
 6615 396982      -   us       Connected   
 6628   7018   7018   us       Abandoned   
 6629 202422 199524   us       Connected   
 6634   5006      -   us       Connected   
 6638   5006      -   us       Abandoned   
 6643 202422 199524   us       Connected   
 6644 199524 199524   us       Connected   
 6649 199610 199610   us       Connected   
 6685 203020  47787   us       Connected   
 6690   5006      -   us       Abandoned   
 6692   5006      -   us       Connected   
 6697 396982      -   us       Connected   
 6698 396982      -   us       Connected   
 6725  21700  21700   us       Connected   
 6748   3320   3320   us       Abandoned   
 6769  31713   3491   us       Connected   
 6770  19750  19750   us       Connected   
 6781   7828   7828   us       Connected   
 6782  19750  19750   us       Connected   
 6783 199610 199610   us       Connected   
 6794  46997  46997   us       Connected   
 6796  19528  19528   us       Abandoned   
 6797  16276  16276   us       Connected   
 6804  16409  16409   us       Connected   
 6811   3491   3491   us       Connected   
 6822  33438  33438   us       Connected   
 6831  62538  62538   us       Connected   
 6832 208590 208590   us       Connected   
 6833  62538  62538   us       Connected   
 6835  30475  30475   us       Connected   
 6836  58057  58057   us       Connected   
 6859   6597   6597   us       Connected   
 6871  46309  46309   us       Connected   
 6875  11488  11488   us       Connected   
 6884  19969  19969   us       Connected   
 6898 398960 398960   us       Connected   
 6899  10961    111   us       Connected   
 6903 398355 398355   us       Connected   
 6909  63949  63949   us       Connected   
 6923 140627 140627   us       Connected   
 6925  57695    917   us       Connected   
 6927  57695  57695   us       Connected   
 6928  57695    917   us       Connected   
 6934 396507 396507   us       Connected   
 6938  36198  36198   us       Connected   
 6943  12186 212276   us       Abandoned   
 6946  12008  12008   us     Disconnected  
 6947  12008  12008   us     Disconnected  
 6950 398447 398447   us       Connected   
 6957  11039  11039   us       Connected   
 6958  32167  32167   us       Abandoned   
 6964   7018   7018   us       Connected   
 6972  14061  14061   us       Connected   
 6973  14061  14061   us       Connected   
 6987  12008  12008   us     Disconnected  
 6988  12008  12008   us     Disconnected  
 6989  12008  12008   us     Disconnected  
 6990  12008  12008   us     Disconnected  
 6991  12008  12008   us       Abandoned   
 6992  12008  12008   us     Disconnected  
 7011    917    917   us       Connected   
 7014  19528  19528   us       Connected   
 7038  14907  14907   us       Connected   
 7043 395823 395823   us       Connected   
 7045  35277  35277   us     Disconnected  
 7052  23483  23483   us       Connected   
 7058   7828   7828   us       Connected   
 7060  50058  50058   us       Connected   
 7061 398355 398355   us     Disconnected  
 7065   3320   3320   us       Connected   
 7087  40581  40581   us       Connected   
 7095 397031 397031   us       Connected   
 7103    267    267   us       Abandoned   
 7105    267    267   us       Connected   
 7116  52863  52863   us       Connected   
 7119  62943  62943   us       Abandoned   
 7121  40138   6939   us       Connected   
 7138 212276 212276   us       Connected   
 7142 400189 400189   us       Connected   
 7153    951    951   us     Disconnected  
 7157  53698  53698   us       Connected   
 7158  53698  53698   us       Connected   
 7159  53698  53698   us       Connected   
 7177  33696  33696   us     Disconnected  
 7187 208722 208722   us       Connected   
 7193  59678  59678   us       Connected   
 7199  12110  12110   us       Connected   
 7204  61977  61977   us     Disconnected  
 7205 204770 204770   us       Connected   
 7206  60841      -   us     Disconnected  
 7215   1003   1003   us       Connected   
 7221   7752   7752   us       Connected   
 7224  54316  54316   us       Connected   
10007   7922   7922   us       Connected   
10008   3851      -   us       Abandoned   
10039    701      -   us       Abandoned   
10086      -      -   us    Never Connected
10099   7018   7018   us       Connected   
10114      3      -   us       Abandoned   
10125   3549   3549   us       Abandoned   
10129      -      -   us       Abandoned   
10133   7922   7922   us       Abandoned   
10138   7922   7922   us       Abandoned   
10146   7922      -   us       Connected   
10156      -      -   us       Abandoned   
10165   7922      -   us       Abandoned   
10185  20001      -   us       Connected   
10194   7922   7922   us       Connected   
10204   7922   7922   us       Connected   
10284  46375      -   us       Connected   
10286   7922   7922   us       Connected   
10289  22561      -   us       Abandoned   
10295      -      -   us       Abandoned   
10301  10242  10242   us       Connected   
10303  15301      -   us       Abandoned   
10305  30640   6939   us       Connected   
10310    701      -   us       Abandoned   
10311  32440   2055   us       Abandoned   
10312  11426      -   us     Disconnected  
10313      -      -   us       Abandoned   
10315      -      -   us       Abandoned   
10317   7018   7018   us       Connected   
10318   7922   7922   us       Abandoned   
10322   7922      -   us       Connected   
10323    701      -   us       Connected   
10328   7922   7922   us       Abandoned   
10329  26134  26134   us       Abandoned   
10330  35008  13037   us       Abandoned   
10331   7922   7922   us       Connected   
10333   6830      -   us       Abandoned   
10334 397377   6939   us       Connected   
10335    174      -   us       Abandoned   
10336   7922   7922   us       Connected   
10337   7922   7922   us       Abandoned   
10338  12083      -   us       Connected   
10339  33588    209   us       Abandoned   
10342  10838      -   us       Connected   
10343  20115      -   us       Abandoned   
10344   7922   7018   us       Connected   
10350   7922   7922   us       Connected   
10355   7922   7922   us       Connected   
10356   7922   7922   us       Connected   
10357   7922      -   us       Connected   
10360  12083      -   us       Abandoned   
10362   7018   7018   us       Connected   
10365      -      -   us       Abandoned   
10366  23393      -   us       Abandoned   
10367   3112    600   us       Abandoned   
10369  20355  20355   us       Abandoned   
10371    701      -   us       Abandoned   
10373      -      -   us       Abandoned   
10377  11351  11351   us       Connected   
10378    701      -   us       Connected   
10381   7922      -   us       Abandoned   
10382  32440   2055   us       Abandoned   
10383      -      -   us       Abandoned   
10384      -      -   us       Abandoned   
10386   7922      -   us       Connected   
10388      -      -   us       Abandoned   
10390  20115      -   us       Connected   
10394  22773      -   us       Connected   
10396      -      -   us       Abandoned   
10397   7922      -   us       Connected   
10398   2828   2828   us       Abandoned   
10399    701      -   us       Connected   
10400   7922   7922   us       Abandoned   
10402    701      -   us       Connected   
10403   5739      -   us       Connected   
10405  22773      -   us     Disconnected  
10406   4181      -   us       Abandoned   
10407  20115      -   us       Abandoned   
10410      -      -   us       Abandoned   
10411      -      -   us       Abandoned   
10413   4181   4181   us       Abandoned   
10415  12276  12276   us       Connected   
10418   3599   3599   us       Abandoned   
10419  11404      -   us       Abandoned   
10420      -      -   us       Abandoned   
10421   4922      -   us       Abandoned   
10422   7018      -   us     Disconnected  
10423 397005 397005   us       Connected   
10424   7018   7018   us       Abandoned   
10426      -      -   us       Abandoned   
10427   6128      -   us       Abandoned   
10432   7922      -   us       Abandoned   
10437      -      -   us       Abandoned   
10438     87      -   us       Abandoned   
10440     87      -   us       Abandoned   
10443  13977      -   us       Connected   
10445   4922      -   us       Connected   
10447   7018   7018   us       Abandoned   
10452      -      -   us       Abandoned   
10456  22773   2914   us       Connected   
10457      -  27647   us       Abandoned   
10458   5650      -   us       Connected   
10459   7922   7922   us       Abandoned   
10462    701      -   us       Connected   
10464      -      -   us       Abandoned   
10465  11427      -   us       Abandoned   
10466  22132  30636   us       Abandoned   
10467      -      -   us       Abandoned   
10469      -      -   us       Abandoned   
10473   7922   7922   us       Connected   
10474   7018   7018   us       Abandoned   
10478  11427      -   us       Connected   
10482   6079      -   us       Abandoned   
10484   7922  33657   us       Abandoned   
10485   7922   7922   us       Abandoned   
10486   7922   7922   us       Connected   
10488  19406      -   us       Abandoned   
10490   7922   7922   us       Abandoned   
10491   7922      -   us       Connected   
10493   5009      -   us       Abandoned   
10495  32440   2055   us       Abandoned   
10498  11351      -   us       Connected   
10506   1273   1273   us       Connected   
10507   1273      -   us       Connected   
10515   7922   7922   us       Connected   
10517  12083      -   us       Connected   
10518   7922   7922   us       Abandoned   
10540   7922   7922   us       Connected   
10542   7018   7018   us       Abandoned   
10543   7922      -   us       Connected   
10544   7922      -   us       Abandoned   
10545   7922      -   us       Connected   
10546  20001  20001   us       Abandoned   
10547   7922   7922   us       Abandoned   
10548      -      -   us       Abandoned   
10550      -      -   us       Abandoned   
10551   7922      -   us       Abandoned   
10553   7922   7922   us       Connected   
10554   7922   7922   us       Connected   
10555   7018      -   us       Abandoned   
10556   7018      -   us       Abandoned   
10557      -      -   us       Abandoned   
10558   7018      -   us       Abandoned   
10559   7922      -   us       Abandoned   
10560   7922   7922   us       Abandoned   
10561   7922      -   us       Abandoned   
10562    701      -   us       Connected   
10563   7922   7922   us       Abandoned   
10564  22773      -   us       Abandoned   
10565   7922      -   us       Connected   
10568   7922   7922   us       Abandoned   
10576   7922   7922   us       Connected   
10577   7922      -   us       Abandoned   
10578   7018      -   us       Abandoned   
10579   7922      -   us       Abandoned   
10581      -      -   us       Abandoned   
10582   7922      -   us       Abandoned   
10583   7922   7922   us       Abandoned   
10584   7922   7922   us       Connected   
10585   7922   7922   us       Abandoned   
10586   7922      -   us       Abandoned   
10587   7018      -   us       Connected   
10595   7922      -   us       Abandoned   
10597   7922   7922   us       Connected   
10598   7922   7922   us       Connected   
10599   7922      -   us       Connected   
10601  13672      -   us       Abandoned   
10602  33363   6939   us       Abandoned   
10626   7922   7922   us       Connected   
10627      -      -   us    Never Connected
10637 399282      -   us     Disconnected  
10640  36351  36351   us       Abandoned   
10657  36351  36351   us       Abandoned   
10663  46375  32329   us       Abandoned   
10668  17197  17197   us       Abandoned   
10674  36351  36351   us       Abandoned   
10675  36351  36351   us       Abandoned   
10677  36351  36351   us       Abandoned   
10680      -      -   us       Abandoned   
10692   7922      -   us       Connected   
10693   7922   7922   us       Connected   
10694    701      -   us       Connected   
10700      -      -   us    Never Connected
10704   7018      -   us       Connected   
10714  11351      -   us       Abandoned   
10727    701      -   us       Abandoned   
10731    701      -   us       Abandoned   
10743  14593      -   us       Connected   
10746   7922      -   us       Connected   
10747   7922   7922   us       Abandoned   
10751   7922      -   us       Connected   
10790   7018   7018   us       Connected   
10800  11351      -   us       Abandoned   
10814    237    237   us       Connected   
10815   7922      -   us       Abandoned   
10874    701      -   us       Abandoned   
10884   7922   7922   us       Connected   
10899      -      -   us    Never Connected
10905   6373    209   us       Connected   
10969   7018      -   us       Connected   
10971      -      -   us       Abandoned   
10987      -      -   us       Abandoned   
11010    701      -   us       Connected   
11018    557      -   us       Connected   
11025  12083      -   us       Abandoned   
11090   7922      -   us       Connected   
11109  22773      -   us       Abandoned   
11143   7922   7922   us       Abandoned   
11171   7018   7018   us       Connected   
11203   7018      -   us       Connected   
11207   7018      -   us       Connected   
11215  10745  10745   us       Connected   
11250   7922   7922   us       Abandoned   
11281  19108      -   us       Abandoned   
11500   7922   7922   us       Connected   
11505      -      -   us       Abandoned   
11513   7018   7018   us       Connected   
11528   2914   2914   us       Connected   
11529  30600      -   us       Connected   
11535   5650   6939   us       Abandoned   
11536   7018   7018   us       Connected   
11548  36728      -   us       Abandoned   
11550    701      -   us       Connected   
11582  21928  21928   us       Abandoned   
11627   1742      -   us       Abandoned   
11634  11071  11071   us       Abandoned   
11653  36372      -   us       Abandoned   
11654   7922      -   us       Abandoned   
11687  26504      -   us       Abandoned   
11689  20115      -   us       Abandoned   
11697  15275      -   us       Abandoned   
11704  32440      -   us       Abandoned   
11705   7922      -   us     Disconnected  
11706   8560   8560   us       Abandoned   
11725      -      -   us       Abandoned   
11745  11071  11071   us       Abandoned   
11747  22342      -   us       Connected   
11750  22773      -   us       Abandoned   
11762      -      -   us    Never Connected
11765    701    701   us       Connected   
11787  20115      -   us       Abandoned   
11795  11426      -   us       Connected   
11797   7018      -   us       Abandoned   
11801  15038      -   us       Connected   
11804  32440  32440   us       Abandoned   
11812   7922   7922   us       Abandoned   
11814  20001      -   us       Abandoned   
11837  53264  53264   us       Abandoned   
11842   7018   7018   us     Disconnected  
11857   7922   7922   us       Abandoned   
11865      -      -   us       Abandoned   
11867      -      -   us       Abandoned   
11883  14955      -   us       Abandoned   
11891  22795      -   us       Abandoned   
11892    701   6939   us       Abandoned   
11899      -      -   us    Never Connected
11911   7922      -   us       Abandoned   
11918   7922      -   us       Connected   
11972      -      -   us       Abandoned   
11975  46375  46375   us     Disconnected  
11976  19108      -   us       Abandoned   
11977      -      -   us       Abandoned   
11985   7922   7922   us       Abandoned   
11989   7922   7922   us       Abandoned   
11996   7922      -   us       Connected   
12012   7922   7922   us       Connected   
12016   7922      -   us       Abandoned   
12030   7922      -   us       Abandoned   
12045      -      -   us       Abandoned   
12060   7922   7922   us       Connected   
12067  12271  12271   us       Abandoned   
12069      -      -   us       Abandoned   
12070   7922   7922   us       Abandoned   
12083      -      -   us       Abandoned   
12100  22773      -   us       Connected   
12103  26801      -   us     Disconnected  
12105    209    209   us       Abandoned   
12106  14103      -   us       Abandoned   
12108   7018      -   us       Connected   
12110      -      -   us       Abandoned   
12112      -      -   us    Never Connected
12114      -      -   us       Abandoned   
12115    701      -   us       Abandoned   
12116   5650      -   us       Connected   
12119    701   6939   us       Abandoned   
12121  19108      -   us       Connected   
12123      -      -   us    Never Connected
12129      -      -   us       Abandoned   
12130      -      -   us       Abandoned   
12134   7018      -   us       Abandoned   
12135  10796      -   us       Abandoned   
12140  20115      -   us       Abandoned   
12143  16591      -   us       Connected   
12144   7922   7922   us       Connected   
12145      -      -   us       Abandoned   
12146   7018   7018   us       Abandoned   
12150      -      -   us    Never Connected
12154  20001      -   us     Disconnected  
12155      -   6939   us       Abandoned   
12156  30036  30036   us       Connected   
12158      -      -   us       Abandoned   
12159   4474   4474   us       Connected   
12161   2707      -   us       Connected   
12166   7018   7018   us       Connected   
12167  11427      -   us       Abandoned   
12169      -      -   us       Abandoned   
12180   7922   7922   us       Connected   
12185  46375      -   us       Connected   
12215   6461      -   us       Abandoned   
12216      -      -   us       Abandoned   
12226   7018      -   us       Connected   
12249   7922   7922   us       Abandoned   
12267      -      -   us       Abandoned   
12274      -      -   us       Abandoned   
12294   7922      -   us       Abandoned   
12297    701      -   us       Abandoned   
12299   7922   7922   us       Abandoned   
12300      -  18779   us       Abandoned   
12303   5650      -   us       Connected   
12305      -      -   us       Abandoned   
12315  33363      -   us       Connected   
12316   6079      -   us       Abandoned   
12318   7018   7018   us       Connected   
12320   7018   7018   us       Connected   
12330   7018      -   us       Connected   
12331   7922   7922   us       Connected   
12334  11351  11351   us       Connected   
12380   7018      -   us       Abandoned   
12402  40098      -   us       Connected   
12426  14593      -   us     Disconnected  
12443   7018      -   us       Connected   
12447   7018      -   us       Abandoned   
12448      -      -   us    Never Connected
12452   7922      -   us       Connected   
12459  21928      -   us       Abandoned   
12463      -      -   us       Abandoned   
12475   7029      -   us       Connected   
12502  30036      -   us       Abandoned   
12504   7922   7922   us       Connected   
12506  16668  16668   us       Connected   
12513   2044      -   us       Abandoned   
12515   6461      -   us       Abandoned   
12517   7922      -   us       Abandoned   
